Jan 30 1998      9:21:01 pm     Elt: 000300 Seconds.  Real Time: 000302
ID: No spectrum identifier defined
Memory Size: 1024 Chls  Conversion Gain: 1024  Adc Offset: 0000 Chls

 Chn    Counts  ROI
   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        0, 000
   5,        0, 000
   6,       62, 000
   7,     1646, 000
   8,     2609, 000
   9,     2766, 000
  10,     2946, 000
  11,     3100, 000
  12,     3266, 000
  13,     3340, 000
  14,     3307, 000
  15,     3676, 000
  16,     7934, 000
  17,    18242, 000
  18,     8688, 000
  19,     4014, 000
  20,     3836, 000
  21,     4090, 000
  22,     4052, 000
  23,     4111, 000
  24,     4116, 000
  25,     4071, 000
  26,     4180, 000
  27,     4247, 000
  28,     4348, 000
  29,     4406, 000
  30,     4276, 000
  31,     4322, 000
  32,     4484, 000
  33,     4476, 000
  34,     4505, 000
  35,     4567, 000
  36,     4621, 000
  37,     4596, 000
  38,     4629, 000
  39,     4740, 000
  40,     4701, 000
  41,     4660, 000
  42,     4681, 000
  43,     4640, 000
  44,     4685, 000
  45,     4455, 000
  46,     4489, 000
  47,     4551, 000
  48,     4506, 000
  49,     4384, 000
  50,     4354, 000
  51,     4248, 000
  52,     4004, 000
  53,     3909, 000
  54,     3884, 000
  55,     3860, 000
  56,     3801, 000
  57,     3550, 000
  58,     3630, 000
  59,     3466, 000
  60,     3314, 000
  61,     3181, 000
  62,     3110, 000
  63,     2974, 000
  64,     3000, 000
  65,     2705, 000
  66,     2719, 000
  67,     2621, 000
  68,     2407, 000
  69,     2435, 000
  70,     2363, 000
  71,     2313, 000
  72,     2184, 000
  73,     2126, 000
  74,     2119, 000
  75,     1880, 000
  76,     1849, 000
  77,     1789, 000
  78,     1615, 000
  79,     1726, 000
  80,     1611, 000
  81,     1643, 000
  82,     1587, 000
  83,     1534, 000
  84,     1500, 000
  85,     1440, 000
  86,     1412, 000
  87,     1422, 000
  88,     1438, 000
  89,     1408, 000
  90,     1430, 000
  91,     1463, 000
  92,     1478, 000
  93,     1444, 000
  94,     1468, 000
  95,     1489, 000
  96,     1508, 000
  97,     1508, 000
  98,     1568, 000
  99,     1512, 000
 100,     1601, 000
 101,     1606, 000
 102,     1657, 000
 103,     1665, 000
 104,     1663, 001
 105,     1797, 001
 106,     1943, 001
 107,     2023, 001
 108,     1980, 001
 109,     2179, 001
 110,     2359, 001
 111,     2519, 001
 112,     2714, 001
 113,     2884, 001
 114,     2996, 001
 115,     3132, 001
 116,     3003, 001
 117,     2761, 001
 118,     2093, 001
 119,     1494, 001
 120,      936, 001
 121,      780, 001
 122,      654, 001
 123,      669, 000
 124,      575, 000
 125,      465, 000
 126,      329, 000
 127,      162, 000
 128,       90, 000
 129,       56, 000
 130,       41, 000
 131,       32, 000
 132,       45, 000
 133,       38, 000
 134,       47, 000
 135,       33, 000
 136,       23, 000
 137,       34, 000
 138,       26, 000
 139,       32, 000
 140,       27, 000
 141,       27, 000
 142,       21, 000
 143,       18, 000
 144,       25, 000
 145,       20, 000
 146,       15, 000
 147,       20, 000
 148,       15, 000
 149,       14, 000
 150,        9, 000
 151,       17, 000
 152,       11, 000
 153,       17, 000
 154,       13, 000
 155,        7, 000
 156,        7, 000
 157,        6, 000
 158,       10, 000
 159,        6, 000
 160,       13, 000
 161,        8, 000
 162,        7, 000
 163,        7, 000
 164,        8, 000
 165,        2, 000
 166,        4, 000
 167,        4, 000
 168,        3, 000
 169,        5, 000
 170,        2, 000
 171,        5, 000
 172,        2, 000
 173,        5, 000
 174,        2, 000
 175,        5, 000
 176,        5, 000
 177,        3, 000
 178,        5, 000
 179,        3, 000
 180,        0, 000
 181,        4, 000
 182,        0, 000
 183,        2, 000
 184,        3, 000
 185,        0, 000
 186,        0, 000
 187,        2, 000
 188,        0, 000
 189,        5, 000
 190,        2, 000
 191,        3, 000
 192,        1, 000
 193,        1, 000
 194,        2, 000
 195,        2, 000
 196,        0, 000
 197,        0, 000
 198,        0, 000
 199,        0, 000
 200,        0, 000
 201,        2, 000
 202,        0, 000
 203,        0, 000
 204,        1, 000
 205,        0, 000
 206,        1, 000
 207,        0, 000
 208,        0, 000
 209,        1, 000
 210,        0, 000
 211,        0, 000
 212,        1, 000
 213,        1, 000
 214,        1, 000
 215,        0, 000
 216,        1, 000
 217,        1, 000
 218,        1, 000
 219,        0, 000
 220,        1, 000
 221,        0, 000
 222,        0, 000
 223,        0, 000
 224,        0, 000
 225,        0, 000
 226,        0, 000
 227,        0, 000
 228,        1, 000
 229,        0, 000
 230,        1, 000
 231,        0, 000
 232,        0, 000
 233,        0, 000
 234,        0, 000
 235,        0, 000
 236,        0, 000
 237,        0, 000
 238,        0, 000
 239,        0, 000
 240,        0, 000
 241,        0, 000
 242,        0, 000
 243,        0, 000
 244,        0, 000
 245,        0, 000
 246,        0, 000
 247,        0, 000
 248,        0, 000
 249,        0, 000
 250,        0, 000
 251,        0, 000
 252,        0, 000
 253,        0, 000
 254,        0, 000
 255,        0, 000
 256,        0, 000
 257,        0, 000
 258,        0, 000
 259,        0, 000
 260,        0, 000
 261,        0, 000
 262,        0, 000
 263,        0, 000
 264,        0, 000
 265,        0, 000
 266,        0, 000
 267,        0, 000
 268,        0, 000
 269,        0, 000
 270,        0, 000
 271,        0, 000
 272,        0, 000
 273,        0, 000
 274,        0, 000
 275,        0, 000
 276,        0, 000
 277,        0, 000
 278,        0, 000
 279,        0, 000
 280,        0, 000
 281,        0, 000
 282,        0, 000
 283,        0, 000
 284,        0, 000
 285,        0, 000
 286,        0, 000
 287,        0, 000
 288,        0, 000
 289,        0, 000
 290,        0, 000
 291,        0, 000
 292,        0, 000
 293,        0, 000
 294,        0, 000
 295,        0, 000
 296,        0, 000
 297,        0, 000
 298,        0, 000
 299,        0, 000
 300,        0, 000
 301,        0, 000
 302,        0, 000
 303,        0, 000
 304,        0, 000
 305,        0, 000
 306,        0, 000
 307,        0, 000
 308,        0, 000
 309,        0, 000
 310,        0, 000
 311,        0, 000
 312,        0, 000
 313,        0, 000
 314,        0, 000
 315,        0, 000
 316,        0, 000
 317,        0, 000
 318,        0, 000
 319,        0, 000
 320,        0, 000
 321,        0, 000
 322,        0, 000
 323,        0, 000
 324,        0, 000
 325,        0, 000
 326,        0, 000
 327,        0, 000
 328,        0, 000
 329,        0, 000
 330,        0, 000
 331,        0, 000
 332,        0, 000
 333,        0, 000
 334,        0, 000
 335,        0, 000
 336,        0, 000
 337,        0, 000
 338,        0, 000
 339,        0, 000
 340,        0, 000
 341,        0, 000
 342,        0, 000
 343,        0, 000
 344,        0, 000
 345,        0, 000
 346,        0, 000
 347,        0, 000
 348,        0, 000
 349,        0, 000
 350,        0, 000
 351,        0, 000
 352,        0, 000
 353,        0, 000
 354,        0, 000
 355,        0, 000
 356,        0, 000
 357,        0, 000
 358,        0, 000
 359,        0, 000
 360,        0, 000
 361,        0, 000
 362,        0, 000
 363,        0, 000
 364,        0, 000
 365,        0, 000
 366,        0, 000
 367,        0, 000
 368,        0, 000
 369,        0, 000
 370,        0, 000
 371,        0, 000
 372,        0, 000
 373,        0, 000
 374,        0, 000
 375,        0, 000
 376,        0, 000
 377,        0, 000
 378,        0, 000
 379,        0, 000
 380,        0, 000
 381,        0, 000
 382,        0, 000
 383,        0, 000
 384,        0, 000
 385,        0, 000
 386,        0, 000
 387,        0, 000
 388,        0, 000
 389,        0, 000
 390,        0, 000
 391,        0, 000
 392,        0, 000
 393,        0, 000
 394,        0, 000
 395,        0, 000
 396,        0, 000
 397,        0, 000
 398,        0, 000
 399,        0, 000
 400,        0, 000
 401,        0, 000
 402,        0, 000
 403,        0, 000
 404,        0, 000
 405,        0, 000
 406,        0, 000
 407,        0, 000
 408,        0, 000
 409,        0, 000
 410,        0, 000
 411,        0, 000
 412,        0, 000
 413,        0, 000
 414,        0, 000
 415,        0, 000
 416,        0, 000
 417,        0, 000
 418,        0, 000
 419,        0, 000
 420,        0, 000
 421,        0, 000
 422,        0, 000
 423,        0, 000
 424,        0, 000
 425,        0, 000
 426,        0, 000
 427,        0, 000
 428,        0, 000
 429,        0, 000
 430,        0, 000
 431,        0, 000
 432,        0, 000
 433,        0, 000
 434,        0, 000
 435,        0, 000
 436,        0, 000
 437,        0, 000
 438,        0, 000
 439,        0, 000
 440,        0, 000
 441,        0, 000
 442,        0, 000
 443,        0, 000
 444,        0, 000
 445,        0, 000
 446,        0, 000
 447,        0, 000
 448,        0, 000
 449,        0, 000
 450,        0, 000
